"","fnlwgt","capital.gain"
"328",187119,0
"329",161745,0
"330",469705,0
"331",304960,0
"332",175935,0
"333",355728,0
"334",53956,0
"335",184723,0
"336",185616,0
"337",54595,0
"338",126104,0
"339",139193,0
"340",184306,0
"341",207301,0
"342",199529,0
"343",111058,0
"344",198103,0
"345",34626,0
"346",100651,0
"347",104501,0
"348",132805,0
"349",96062,0
"350",207578,0
"351",445382,0
"352",192776,0
"353",22463,0
"354",108293,0
"355",199352,0
"356",260729,0
"357",133963,0
"358",129007,0
"359",179557,0
"360",111252,0
"361",338320,0
"362",192835,0
"363",147328,0
"364",139268,0
"365",349910,0
"366",331482,0
"367",245307,0
"368",153484,0
"369",252903,0
"370",295589,0
"371",160472,0
"372",192869,0
"373",234901,0
"374",33300,0
"375",101825,0
"376",183612,0
"377",185041,0
"378",315640,0
"379",123838,0
"380",31905,0
"381",181091,0
"382",88278,0
"383",323790,0
"384",90730,0
"385",138594,0
"386",194068,0
"387",218009,0
"388",221172,0
"389",174132,0
"390",277256,0
"391",35021,0
"392",213668,0
"393",99146,0
"394",209547,0
"395",118308,0
"396",33331,0
"397",200574,0
"398",204374,0
"399",189680,0
"400",175232,0
"401",193720,0
"402",189759,0
"403",32776,0
"404",285060,0
"405",23780,0
"406",284706,0
"407",130126,0
"408",102615,0
"409",208311,0
"410",111499,0
"411",139671,0
"412",165630,0
"413",124808,0
"414",29819,0
"415",102771,0
"416",86648,0
"417",223215,0
"418",437727,0
"419",167515,0
"420",213140,0
"421",168553,0
"422",363677,0
"423",241998,0
"424",337050,0
"425",157249,0
"426",84298,0
"427",55213,0
"428",185846,0
"429",150999,0
"430",199688,0
"431",225456,0
"432",192939,0
"433",183627,0
"434",189404,0
"435",152810,0
"436",123011,0
"437",114158,0
"438",228660,0
"439",233511,0
"440",159816,0
"441",202027,0
"442",218490,0
"443",248841,0
"444",71751,0
"445",137192,0
"446",100109,0
"447",183043,0
"448",188738,0
"449",201410,0
"450",282066,0
"451",291968,0
"452",126569,0
"453",103406,0
"454",109133,0
"455",195602,0
"456",135500,0
"457",147653,0
"458",145636,0
"459",137126,0
"460",36270,0
"461",285747,0
"462",80324,0
"463",94156,0
"464",271544,0
"465",175943,0
"466",141570,0
"467",124963,0
"468",112115,0
"469",99357,0
"470",404062,0
"471",200190,0
"472",207505,0
"473",135436,0
"474",345705,0
"475",126675,0
"476",107433,0
"477",230858,0
"478",133503,0
"479",46990,0
"480",201689,0
"481",216414,0
"482",182314,0
"483",134367,0
"484",206964,0
"485",147284,0
"486",172046,0
"487",175942,0
"488",145576,0
"489",93227,0
"490",48102,0
"491",172538,0
"492",239865,0
"493",180686,0
"494",170104,0
"495",511668,0
"496",109418,0
"497",110643,0
"498",122390,0
"499",261059,0
"500",140426,0
"501",386726,0
"502",340885,0
"503",149184,0
"504",308087,0
"505",368797,0
"506",218689,0
"507",298445,0
"508",347653,0
"509",320451,0
"510",170730,0
"511",344855,0
"512",370727,0
"513",109814,0
"514",409922,0
"515",191196,0
"516",237943,0
"517",49020,0
"518",109414,0
"519",275818,0
"520",133758,0
"521",43953,0
"522",147258,0
"523",58098,0
"524",215384,0
"525",33068,0
"526",145692,0
"527",111696,0
"528",105281,0
"529",200445,0
"530",258666,0
"531",214702,0
"532",188545,0
"533",210736,0
"534",81116,0
"535",71676,0
"536",51835,0
"537",191277,0
"538",214242,0
"539",118710,0
"540",274363,0
"541",168212,0
"542",156667,0
"543",193960,0
"544",132879,0
"545",55863,0
"546",265266,0
"547",145574,0
"548",188540,0
"549",415287,0
"550",201723,0
"551",36228,0
"552",121718,0
"553",26522,0
"554",196827,0
"555",246891,0
"556",199539,0
"557",133917,0
"558",101320,0
"559",98350,0
"560",157562,0
"561",105862,0
"562",336513,0
"563",378384,0
"564",104501,0
"565",244522,0
"566",324655,0
"567",84610,0
"568",329603,0
"569",348038,0
"570",299635,0
"571",298635,0
"572",184424,0
"573",86837,0
"574",142287,0
"575",402397,0
"576",118481,0
"577",250135,0
"578",20953,0
"579",348430,0
"580",169926,0
"581",283122,0
"582",323706,0
"583",77209,0
"584",337195,0
"585",377401,0
"586",111567,0
"587",181824,0
"588",37546,0
"589",325732,0
"590",194772,0
"591",112115,0
"592",459189,0
"593",608184,0
"594",165215,0
"595",124692,0
"596",360393,0
"597",188291,0
"598",322931,0
"599",173832,0
"600",176751,0
"601",320510,0
"602",162327,0
"603",108435,0
"604",328216,0
"605",68729,0
"606",192894,0
"607",206951,0
"608",164190,0
"609",148549,0
"610",198223,0
"611",172581,0
"612",96062,0
"613",194682,0
"614",143953,0
"615",286750,0
"616",200374,0
"617",136546,0
"618",139671,0
"619",175856,0
"620",289207,0
"621",108183,0
"622",138179,0
"623",236396,0
"624",168672,0
"625",127610,0
"626",287306,0
"627",167770,0
"628",277314,0
"629",140365,0
"630",239755,0
"631",52781,0
"632",201122,0
"633",341995,0
"634",106900,0
"635",140782,0
"636",161153,0
"637",267252,0
"638",325355,0
"639",173858,0
"640",352812,0
"641",109832,0
"642",234854,0
"643",93206,0
"644",147640,0
"645",147560,0
"646",59145,0
"647",85077,0
"648",145711,0
"649",112181,0
"650",139391,0
"651",143098,0
"652",114160,0
"653",325461,0
"654",30916,0
"655",131091,0
"656",276664,0
"657",160786,0
"658",32950,0
"659",163671,0
"660",31141,0
"661",144361,0
"662",182177,0
"663",95469,0
"664",22211,0
"665",398986,0
"666",253267,0
"667",403911,0
"668",199768,0
"669",151089,0
"670",344624,0
"671",172297,0
"672",159187,0
"673",103179,0
"674",168195,0
"675",154981,0
"676",159179,0
"677",168212,0
"678",155659,0
"679",186909,0
"680",193453,0
"681",284166,0
"682",353012,0
"683",273402,0
"684",161637,0
"685",189975,0
"686",213140,0
"687",186451,0
"688",113324,0
"689",193855,0
"690",196545,0
"691",37869,0
"692",202106,0
"693",167309,0
"694",100313,0
"695",146908,0
"696",193524,0
"697",153238,0
"698",225394,0
"699",353012,0
"700",165953,0
"701",134766,0
"702",125461,0
"703",48343,0
"704",146659,0
"705",208809,0
"706",35910,0
"707",46442,0
"708",139364,0
"709",277647,0
"710",190228,0
"711",198341,0
"712",110970,0
"713",64960,0
"714",204577,0
"715",47314,0
"716",108116,0
"717",59083,0
"718",101534,0
"719",156464,0
"720",531055,0
"721",371305,0
"722",141545,0
"723",162347,0
"724",110977,0
"725",379885,0
"726",194740,0
"727",230767,0
"728",298539,0
"729",51471,0
"730",413373,0
"731",266324,0
"732",102615,0
"733",254146,0
"734",265097,0
"735",162834,0
"736",183801,0
"737",191335,0
"738",335605,0
"739",187728,0
"740",123147,0
"741",25826,0
"742",189623,0
"743",289403,0
"744",173796,0
"745",122381,0
"746",171150,0
"747",213821,0
"748",146659,0
"749",77146,0
"750",173093,0
"751",191659,0
"752",278924,0
"753",96102,0
"754",117963,0
"755",293305,0
"756",152909,0
"757",221947,0
"758",120131,0
"759",168569,0
"760",226443,0
"761",182556,0
"762",99146,0
"763",396758,0
"764",116539,0
"765",177907,0
"766",218184,0
"767",182274,0
"768",114032,0
"769",146325,0
"770",81648,0
"771",195136,0
"772",285200,0
"773",207668,0
"774",222247,0
"775",162130,0
"776",234960,0
"777",410034,0
"778",54985,0
"779",200117,0
"780",312477,0
"781",120126,0
"782",185027,0
"783",151089,0
"784",355468,0
"785",34748,0
"786",117299,0
"787",530099,0
"788",155594,0
"789",167735,0
"790",169329,0
"791",203871,0
"792",163671,0
"793",162187,0
"794",254285,0
"795",104196,0
"796",31659,0
"797",467579,0
"798",223671,0
"799",174575,0
"800",150876,0
"801",99146,0
"802",169117,0
"803",190115,0
"804",215591,0
"805",132879,0
"806",168232,0
"807",168262,0
"808",153451,0
"809",43712,0
"810",314153,0
"811",122493,0
"812",51461,0
"813",187802,0
"814",174938,0
"815",180667,0
"816",146161,0
"817",401930,0
"818",410615,0
"819",193130,0
"820",383745,0
"821",183800,0
"822",86459,0
"823",212206,0
"824",174283,0
"825",164488,0
"826",151089,0
"827",284871,0
"828",185556,0
"829",34788,0
"830",125831,0
"831",194360,0
"832",286405,0
"833",122307,0
"834",176296,0
"835",173704,0
"836",212894,0
"837",292855,0
"838",214242,0
"839",110747,0
"840",128143,0
"841",184321,0
"842",141957,0
"843",111319,0
"844",100313,0
"845",138692,0
"846",185129,0
"847",162238,0
"848",215990,0
"849",102771,0
"850",172855,0
"851",344415,0
"852",182971,0
"853",272944,0
"854",52532,0
"855",229062,0
"856",127651,0
"857",213290,0
"858",314092,0
"859",266439,0
"860",119101,0
"861",238192,0
"862",159755,0
"863",343190,0
"864",376455,0
"865",126889,0
"866",351161,0
"867",228860,0
"868",102318,0
"869",110748,0
"870",170979,0
"871",186916,0
"872",73471,0
"873",161325,0
"874",24763,0
"875",33394,0
"876",359972,0
"877",242984,0
"878",250967,0
"879",265737,0
"880",230959,0
"881",111772,0
"882",199590,0
"883",267866,0
"884",115023,0
"885",34545,0
"886",34973,0
"887",238162,0
"888",143003,0
"889",334291,0
"890",34640,0
"891",116960,0
"892",128392,0
"893",30529,0
"894",324791,0
"895",186303,0
"896",304504,0
"897",397317,0
"898",186785,0
"899",123273,0
"900",154863,0
"901",44121,0
"902",101593,0
"903",138179,0
"904",86551,0
"905",112497,0
"906",138626,0
"907",175387,0
"908",105717,0
"909",193820,0
"910",151584,0
"911",244147,0
"912",122109,0
"913",226975,0
"914",149949,0
"915",34273,0
"916",82246,0
"917",73091,0
"918",50791,0
"919",201393,0
"920",114844,0
"921",174020,0
"922",292472,0
"923",175754,0
"924",236861,0
"925",329980,0
"926",315834,0
"927",38918,0
"928",81243,0
"929",164552,0
"930",117833,0
"931",177858,0
"932",103995,0
"933",347491,0
"934",154033,0
"935",150533,0
"936",30073,0
"937",216907,0
"938",303954,0
"939",223212,0
"940",218490,0
"941",121718,0
"942",340110,0
"943",155343,0
"944",174789,0
"945",220148,0
"946",173005,0
"947",191118,0
"948",339482,0
"949",192982,0
"950",285897,0
"951",241463,0
"952",206046,0
"953",102583,0
"954",125796,0
"955",423605,0
"956",204277,0
"957",186191,0
"958",172571,0
"959",192381,0
"960",54744,0
"961",93605,0
"962",156040,0
"963",186934,0
"964",223999,0
"965",349230,0
"966",351161,0
"967",36651,0
"968",55717,0
"969",331615,0
"970",383058,0
"971",204049,0
"972",242923,0
"973",199900,0
"974",231377,0
"975",168854,0
"976",190525,0
"977",149909,0
"978",129707,0
"979",318982,0
"980",77373,0
"981",189498,0
"982",91367,0
"983",366219,0
"984",215504,0
"985",181219,0
"986",103121,0
"987",197816,0
"988",213149,0
"989",253741,0
"990",292915,0
"991",132055,0
"992",494223,0
"993",87518,0
"994",43323,0
"995",114746,0
"996",218555,0
"997",226922,0
"998",85088,0
"999",137591,0
"1000",78012,0
"1001",134475,0
"1002",138184,0
"1003",156822,0
"1004",145231,0
"1005",213341,0
"1006",276851,0
"1007",211968,0
"1008",180899,0
"1009",117496,0
"1010",179488,0
"1011",204374,0
"1012",123983,0
"1013",302465,0
"1014",271933,0
"1015",314525,0
"1016",168403,0
"1017",255004,0
"1018",129573,0
"1019",261241,0
"1020",127651,0
"1021",104052,0
"1022",109684,0
"1023",202188,0
"1024",394669,0
"1025",33109,0
"1026",176185,0
"1027",289046,0
"1028",321733,0
"1029",171676,0
"1030",139161,0
"1031",191088,0
"1032",208630,0
"1033",191712,0
"1034",428350,0
"1035",212237,0
"1036",177705,0
"1037",343079,0
"1038",47296,0
"1039",64379,0
"1040",275034,0
"1041",100135,0
"1042",183780,0
"1043",210164,0
"1044",106753,0
"1045",177216,0
"1046",469907,0
"1047",148581,0
"1048",209808,0
"1049",155151,0
"1050",184655,0
"1051",189404,0
"1052",248094,0
"1053",20956,0
"1054",134886,0
"1055",96062,0
"1056",200598,0
"1057",146440,0
"1058",199655,0
"1059",210991,0
"1060",191529,0
"1061",668319,0
"1062",113390,0
"1063",293926,0
"1064",138285,0
"1065",168221,0
"1066",194827,0
"1067",167380,0
"1068",208321,0
"1069",109428,0
"1070",107231,0
"1071",314149,0
"1072",197353,0
"1073",148738,0
"1074",227791,0
"1075",216871,0
"1076",301210,0
"1077",205860,0
"1078",132563,0
"1079",237943,0
"1080",213389,0
"1081",122489,0
"1082",172146,0
"1083",106085,0
"1084",120672,0
"1085",273324,0
"1086",91939,0
"1087",52978,0
"1088",184737,0
"1089",144711,0
"1090",193290,0
"1091",381741,0
"1092",210308,0
"1093",148522,0
"1094",93235,0
"1095",236330,0
"1096",243941,0
"1097",132053,0
"1098",129767,0
"1099",251710,0
"1100",111697,0
"1101",223515,0
"1102",32616,0
"1103",201901,0
"1104",96851,0
"1105",387215,0
"1106",217961,0
"1107",322614,0
"1108",158118,0
"1109",347867,0
"1110",252947,0
"1111",27815,0
"1112",299358,0
"1113",257781,0
"1114",540712,0
"1115",190107,0
"1116",151910,0
"1117",184924,0
"1118",351195,0
"1119",116626,0
"1120",39803,0
"1121",387335,0
"1122",110331,0
"1123",175339,0
"1124",59083,0
"1125",170114,0
"1126",80933,0
"1127",119422,0
"1128",181970,0
"1129",109638,0
"1130",177484,0
"1131",213321,0
"1132",32372,0
"1133",54317,0
"1134",147755,0
"1135",187164,0
"1136",182541,0
"1137",185041,0
"1138",241998,0
"1139",197836,0
"1140",117319,0
"1141",61761,0
"1142",220109,0
"1143",346406,0
"1144",190115,0
"1145",208872,0
"1146",232356,0
"1147",460408,0
"1148",145419,0
"1149",119891,0
"1150",110964,0
"1151",89413,0
"1152",97723,0
"1153",107231,0
"1154",566537,0
"1155",186009,0
"1156",196690,0
"1157",35330,0
"1158",125933,0
"1159",207537,0
"1160",117833,0
"1161",435835,0
"1162",331481,0
"1163",30219,0
"1164",274111,0
"1165",155124,0
"1166",185041,0
"1167",48458,0
"1168",72443,0
"1169",30509,0
"1170",245173,0
"1171",224566,0
"1172",33688,0
"1173",104834,0
"1174",180032,0
"1175",52953,0
"1176",196456,0
"1177",169652,0
"1178",137250,0
"1179",190682,0
"1180",316093,0
"1181",123959,0
"1182",286869,0
"1183",144761,0
"1184",218184,0
"1185",107438,0
"1186",162391,0
"1187",138370,0
"1188",216636,0
"1189",190912,0
"1190",193241,0
"1191",261023,0
"1192",37250,0
"1193",146454,0
"1194",206682,0
"1195",280093,0
"1196",162245,0
"1197",188386,0
"1198",241895,0
"1199",295949,0
"1200",273929,0
"1201",85109,0
"1202",432555,0
"1203",238305,0
"1204",282872,0
"1205",211873,0
"1206",278557,0
"1207",47415,0
"1208",173590,0
"1209",87771,0
"1210",107801,0
"1211",216042,0
"1212",71630,0
"1213",99359,0
"1214",344920,0
"1215",194141,0
"1216",206253,0
"1217",109463,0
"1218",190772,0
"1219",242941,0
"1220",225279,0
"1221",93604,0
"1222",167140,0
"1223",122745,0
"1224",303973,0
"1225",219233,0
"1226",240468,0
"1227",105938,0
"1228",276864,0
"1229",215395,0
"1230",119309,0
"1231",144685,0
"1232",255282,0
"1233",282313,0
"1234",180339,0
"1235",48121,0
"1236",209949,0
"1237",142791,0
"1238",53245,0
"1239",48829,0
"1240",238867,0
"1241",214989,0
"1242",225106,0
"1243",194287,0
"1244",414721,0
"1245",218471,0
"1246",261276,0
"1247",170916,0
"1248",145651,0
"1249",166889,0
"1250",124486,0
"1251",404868,0
"1252",77845,0
"1253",278220,0
"1254",99893,0
"1255",218361,0
"1256",171964,0
"1257",283945,0
"1258",289405,0
"1259",118806,0
"1260",132680,0
"1261",301408,0
"1262",51574,0
"1263",369678,0
"1264",155933,0
"1265",41381,0
"1266",183327,0
"1267",60374,0
"1268",254809,0
"1269",213611,0
"1270",651396,0
"1271",52536,0
"1272",149734,0
"1273",220943,0
"1274",137645,0
"1275",149943,0
"1276",103986,0
"1277",191712,0
"1278",131230,0
"1279",43403,0
"1280",176969,0
"1281",151474,0
"1282",188986,0
"1283",48087,0
"1284",34402,0
"1285",170850,0
"1286",183009,0
"1287",220993,0
"1288",177499,0
"1289",37869,0
"1290",214541,0
"1291",290964,0
"1292",123095,0
"1293",518030,0
"1294",24243,0
"1295",154176,0
"1296",190539,0
"1297",348099,0
"1298",382802,0
"1299",54683,0
"1300",99096,0
"1301",54850,0
"1302",293691,0
"1303",192053,0
"1304",188186,0
"1305",317219,0
"1306",160474,0
"1307",165949,0
"1308",211948,0
"1309",188246,0
"1310",140915,0
"1311",82393,0
"1312",254367,0
"1313",340899,0
"1314",62463,0
"1315",111387,0
"1316",260782,0
"1317",146499,0
"1318",177595,0
"1319",273435,0
"1320",289886,0
"1321",54782,0
"1322",164243,0
"1323",58898,0
"1324",136322,0
"1325",182227,0
"1326",301638,0
"1327",221626,0
"1328",87006,0
"1329",216469,0
"1330",95435,0
"1331",135803,0
"1332",119679,0
"1333",56392,0
"1334",117747,0
"1335",115824,0
"1336",278107,0
"1337",58305,0
"1338",202450,0
"1339",151402,0
"1340",196584,0
"1341",174575,0
"1342",266324,0
"1343",156843,0
"1344",282680,0
"1345",179717,0
"1346",43206,0
"1347",216475,0
"1348",143046,0
"1349",119904,0
"1350",181291,0
"1351",98283,0
"1352",230329,0
"1353",327112,0
"1354",281784,0
"1355",190067,0
"1356",207685,0
"1357",34862,0
"1358",341672,0
"1359",150768,0
"1360",165106,0
"1361",302422,0
"1362",240441,0
"1363",44464,0
"1364",284166,0
"1365",397831,0
"1366",187370,0
"1367",111483,0
"1368",161930,0
"1369",178505,0
"1370",114401,0
"1371",223342,0
"1372",118712,0
"1373",222978,0
"1374",187901,0
"1375",245053,0
"1376",262684,0
"1377",177017,0
"1378",52753,0
"1379",189462,0
"1380",38606,0
"1381",150393,0
"1382",156809,0
"1383",89735,0
"1384",50356,0
"1385",211699,0
"1386",168211,0
"1387",344624,0
"1388",130304,0
"1389",202467,0
"1390",175109,0
"1391",107833,0
"1392",398931,0
"1393",238481,0
"1394",176756,0
"1395",81973,0
"1396",189123,0
"1397",316820,0
"1398",192203,0
"1399",97933,0
"1400",148492,0
"1401",149324,0
"1402",190636,0
"1403",351869,0
"1404",337606,0
"1405",204410,0
"1406",56248,0
"1407",383745,0
"1408",174864,0
"1409",26698,0
"1410",209460,0
"1411",213226,0
"1412",112754,0
"1413",90705,0
"1414",428499,0
"1415",227890,0
"1416",173998,0
"1417",234373,0
"1418",193524,0
"1419",28497,0
"1420",268183,0
"1421",74895,0
"1422",399246,0
"1423",244803,0
"1424",311231,0
"1425",287737,0
"1426",300975,0
"1427",184659,0
"1428",29859,0
"1429",112212,0
"1430",223194,0
"1431",165304,0
"1432",52565,0
"1433",117585,0
"1434",251659,0
"1435",103153,0
"1436",386940,0
"1437",255191,0
"1438",331065,0
"1439",83411,0
"1440",193026,0
"1441",202560,0
"1442",103802,0
"1443",474136,0
"1444",188136,0
"1445",345705,0
"1446",193152,0
"1447",216129,0
"1448",225263,0
"1449",213002,0
"1450",219632,0
"1451",339372,0
"1452",123833,0
"1453",41901,0
"1454",178596,0
"1455",106179,0
"1456",240922,0
"1457",141944,0
"1458",243605,0
"1459",199031,0
"1460",121622,0
"1461",115289,0
"1462",49436,0
"1463",90653,0
"1464",254817,0
"1465",212495,0
"1466",296798,0
"1467",193882,0
"1468",188888,0
"1469",172962,0
"1470",405284,0
"1471",159908,0
"1472",144515,0
"1473",224680,0
"1474",350498,0
"1475",262042,0
"1476",138190,0
"1477",74883,0
"1478",230467,0
"1479",207937,0
"1480",281074,0
"1481",113094,0
"1482",442359,0
"1483",75726,0
"1484",151382,0
"1485",32528,0
"1486",336763,0
"1487",99339,0
"1488",323069,0
"1489",299831,0
"1490",203674,0
"1491",60567,0
"1492",159191,0
"1493",190568,0
"1494",34269,0
"1495",259757,0
"1496",116338,0
"1497",315321,0
"1498",118600,0
"1499",230039,0
"1500",257175,0
"1501",159641,0
"1502",119421,0
"1503",169042,0
"1504",81487,0
"1505",122473,0
"1506",332703,0
"1507",157991,0
"1508",144351,0
"1509",184506,0
"1510",32779,0
"1511",501172,0
"1512",122109,0
"1513",198774,0
"1514",78859,0
"1515",262409,0
"1516",173047,0
"1517",65866,0
"1518",204590,0
"1519",140845,0
"1520",166459,99999
"1521",152234,99999
"1522",263925,99999
"1523",118025,99999
"1524",370119,99999
"1525",176270,99999
"1526",159816,99999
"1527",171338,99999
"1528",202920,99999
"1529",172826,99999
"1530",139272,99999
"1531",256000,99999
"1532",64045,99999
"1533",176814,99999
"1534",208358,99999
"1535",223881,99999
"1536",90363,99999
"1537",46807,99999
"1538",88842,99999
"1539",345493,99999
"1540",287306,99999
"1541",362062,99999
"1542",114844,99999
"1543",146091,99999
"1544",332401,99999
"1545",159028,99999
"1546",44000,99999
"1547",316261,99999
"1548",383518,99999
"1549",362795,99999
"1550",269068,99999
"1551",194636,99999
"1552",222115,99999
"1553",170769,99999
"1554",241998,99999
"1555",118798,99999
"1556",167140,99999
"1557",198660,99999
"1558",168262,99999
"1559",37359,99999
"1560",181855,99999
"1561",132601,99999
"1562",108435,99999
"1563",134737,99999
"1564",273771,99999
"1565",355978,99999
"1566",235124,99999
"1567",204567,99999
"1568",122283,99999
"1569",198660,99999
"1570",330715,99999
"1571",334618,99999
"1572",205601,99999
"1573",208613,99999
"1574",129707,99999
"1575",77005,99999
"1576",151153,99999
"1577",120131,99999
"1578",155118,99999
"1579",191446,99999
"1580",216711,99999
"1581",193047,99999
"1582",163212,99999
"1583",366957,99999
"1584",187795,99999
"1585",238959,99999
"1586",25468,99999
"1587",320984,99999
"1588",172407,99999
"1589",197399,99999
"1590",162572,99999
"1591",245491,99999
"1592",334273,99999
"1593",124963,99999
"1594",201186,99999
"1595",180985,99999
"1596",145714,99999
"1597",190179,99999
"1598",158294,99999
"1599",495061,99999
"1600",102308,99999
"1601",37683,99999
"1602",139391,99999
"1603",95280,99999
"1604",201908,99999
"1605",354148,99999
"1606",111283,99999
"1607",175642,99999
"1608",181130,99999
"1609",188709,99999
"1610",190297,99999
"1611",462180,99999
"1612",181307,99999
"1613",140985,99999
"1614",323016,99999
"1615",266792,99999
"1616",108557,99999
"1617",392325,99999
"1618",183173,99999
"1619",423222,99999
"1620",115932,99999
"1621",163998,99999
"1622",28419,99999
"1623",136841,99999
"1624",165315,99999
"1625",401118,99999
"1626",79586,99999
"1627",58447,99999
"1628",246739,99999
"1629",105491,99999
"1630",134886,99999
"1631",124076,99999
"1632",269733,99999
"1633",240562,99999
"1634",120277,99999
"1635",282722,99999
"1636",478829,99999
"1637",237943,99999
"1638",553405,99999
"1639",115932,99999
"1640",100252,99999
"1641",132716,99999
"1642",187454,99999
"1643",69132,99999
"1644",107231,99999
"1645",150755,99999
"1646",148995,99999
"1647",166330,99999
"1648",229737,99999
